Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
LaMarcus Aldridge,29.3,POR,Big,208,21,+7.3,15,+9.1,31,+2.7%,5,-5.7%,4,+12.3,4,+8.6,0,+100.0
Tony Allen,32.8,MEM,Wing,278,66,-6.1,52,-0.2,73,-3.5%,77,+2.6%,50,-0.4,41,+0.9,65,-9.9
Al-Farouq Aminu,24.1,DAL,Forward,148,95,-18.2,88,-11.0,60,-1.4%,94,+4.8%,23,+3.8,15,+4.1,79,-19.4
Alan Anderson,32.0,BKN,Wing,141,92,-14.4,77,-8.5,69,-2.7%,40,-0.6%,63,-1.9,33,+1.5,84,-26.3
Giannis Antetokounmpo,19.9,MIL,Forward,200,70,-6.8,77,-8.5,70,-3.0%,44,-0.2%,6,+9.9,5,+6.9,14,+24.8
Pero Antic,32.3,ATL,Big,195,63,-4.4,58,-2.2,75,-4.3%,69,+1.6%,73,-3.5,77,-3.6,45,+1.1
Trevor Ariza,29.3,HOU,Forward,653,82,-11.1,66,-4.4,83,-5.6%,58,+0.8%,70,-2.6,67,-1.6,50,-3.3
Leandro Barbosa,31.9,GSW,Combo,217,40,+2.0,56,-1.3,50,+0.0%,12,-3.4%,25,+3.3,27,+2.4,39,+7.0
J.J. Barea,30.3,DAL,Combo,152,98,-24.0,97,-22.7,53,-0.5%,99,+7.5%,98,-16.1,96,-7.1,81,-23.1
Harrison Barnes,22.4,GSW,Forward,678,75,-8.5,72,-7.3,40,+1.5%,39,-0.6%,36,+1.2,30,+2.0,52,-4.1
Matt Barnes,34.6,LAC,Wing,404,90,-13.7,90,-11.6,66,-2.5%,61,+1.0%,68,-2.4,35,+1.4,82,-24.8
Nicolas Batum,25.9,POR,Wing,208,94,-17.0,84,-10.3,100,-25.5%,100,+7.6%,81,-5.2,98,-8.4,19,+20.0
Jerryd Bayless,26.2,MIL,Combo,108,81,-10.8,90,-11.7,64,-1.8%,55,+0.5%,45,+0.5,77,-3.2,19,+20.0
Kent Bazemore,25.3,ATL,Wing,299,25,+5.6,33,+3.4,49,+0.1%,67,+1.3%,53,-0.9,31,+1.6,69,-15.4
Bradley Beal,21.3,WAS,Wing,416,20,+7.5,48,+1.0,33,+2.4%,7,-4.8%,32,+2.2,21,+3.2,72,-15.8
Marco Belinelli,28.6,SAS,Combo,108,94,-16.1,75,-8.1,96,-12.2%,94,+5.1%,94,-12.9,72,-2.2,97,-62.2
Bojan Bogdanovic,25.5,BKN,Forward,205,24,+5.6,28,+3.8,59,-1.2%,35,-0.9%,65,-2.1,61,-0.9,55,-4.8
Andrew Bogut,29.9,GSW,Big,438,41,+2.0,19,+6.1,52,-0.2%,30,-1.3%,60,-1.7,50,+0.0,63,-9.5
Avery Bradley,23.9,BOS,Combo,132,61,-4.3,86,-10.9,15,+5.6%,6,-5.5%,1,+19.1,1,+14.0,15,+24.0
Corey Brewer,28.7,HOU,Wing,417,16,+9.2,23,+4.9,34,+2.3%,51,+0.1%,67,-2.3,56,-0.6,60,-8.5
Aaron Brooks,29.8,CHI,Point,120,13,+11.1,2,+23.0,57,-0.8%,36,-0.8%,43,+0.8,58,-0.8,28,+13.2
Jimmy Butler,25.1,CHI,Wing,505,84,-11.7,81,-10.0,87,-6.5%,97,+6.0%,80,-5.1,85,-4.4,54,-4.7
Nick Calathes,25.7,MEM,Combo,117,50,+0.3,29,+3.7,93,-8.5%,88,+4.0%,90,-10.0,87,-4.7,94,-46.1
Clint Capela,20.5,HOU,Big,108,26,+5.4,35,+3.0,9,+7.4%,53,+0.5%,12,+7.1,8,+6.0,57,-5.7
DeMarre Carroll,28.3,ATL,Wing,556,56,-3.2,65,-4.0,72,-3.4%,43,-0.2%,57,-1.3,48,+0.2,64,-9.7
Vince Carter,37.8,MEM,Wing,193,23,+6.8,26,+4.6,82,-5.2%,75,+2.3%,85,-7.9,90,-5.0,81,-23.4
Michael Carter-Williams,23.1,MIL,Point,190,4,+18.9,3,+21.2,48,+0.1%,52,+0.4%,66,-2.3,36,+1.4,80,-20.0
Tyson Chandler,32.1,DAL,Big,160,27,+4.9,17,+7.6,54,-0.6%,93,+4.7%,92,-11.9,82,-4.2,78,-19.2
Norris Cole,26.1,NOP,Point,105,98,-24.9,99,-25.1,23,+3.6%,11,-3.6%,26,+2.9,26,+2.6,44,+2.6
Mike Conley,27.1,MEM,Point,243,79,-10.3,93,-15.0,10,+7.2%,8,-4.4%,7,+8.6,10,+5.2,15,+24.5
Jamal Crawford,34.6,LAC,Wing,372,5,+18.7,6,+14.4,37,+1.8%,19,-2.3%,49,-0.1,73,-2.5,27,+14.8
Jae Crowder,24.3,BOS,Forward,100,31,+4.2,92,-12.4,2,+13.6%,2,-8.6%,0,+31.0,0,+16.8,1,+90.9
Stephen Curry,26.6,GSW,Point,823,73,-7.6,76,-8.1,46,+0.7%,16,-2.8%,77,-3.9,75,-2.9,56,-5.3
