bet_id,date,game_id,player,market,side,line,entry_odds_dec,entry_time,close_line,close_odds_dec,close_time,direction,clv_line,clv_price,clv_novig,clv_pct,beat_closing,result,won,profit,predicted_pra,player_sigma,ev_entry,stake
bet_000,2024-10-23,2024-10-23_Player_0,Player_0,PRA,OVER,35.930859737204656,1.91,2024-10-23 18:00:00,28.91665505707182,1.965811009476789,2024-10-23 18:58:00,1,-7.014204680132835,0.055811009476789186,-0.007199913687783666,-0.007199913687783666,0,17.999247474540084,0,-100.0,,,0.0310060873919698,100
bet_001,2024-10-23,2024-10-23_Player_1,Player_1,PRA,OVER,37.3235229154987,1.91,2024-10-23 18:00:00,39.39819704323989,1.931235069657748,2024-10-23 18:58:00,1,2.07467412774119,0.02123506965774813,-0.002764094005270057,-0.002764094005270057,0,39.97327922401265,1,90.99999999999999,,,0.0560669007045925,100
bet_002,2024-10-23,2024-10-23_Player_2,Player_2,PRA,UNDER,20.01557531682029,1.91,2024-10-23 18:00:00,20.14132610439435,1.9666991896292967,2024-10-23 18:58:00,-1,-0.12575078757405933,-0.056699189629296765,0.007312817793675486,0.007312817793675486,1,15.691872751242473,1,90.99999999999999,,,0.079532693557473,100
bet_003,2024-10-23,2024-10-23_Player_3,Player_3,PRA,OVER,32.23705789444759,1.91,2024-10-23 18:00:00,29.12139968434072,1.8680182894023785,2024-10-23 18:58:00,1,-3.1156582101068686,-0.04198171059762146,0.005556049148224496,0.005556049148224496,1,38.55527884179041,1,90.99999999999999,,,0.0283696316391225,100
bet_004,2024-10-23,2024-10-23_Player_4,Player_4,PRA,OVER,27.649239825343255,1.91,2024-10-23 18:00:00,33.606150771755594,1.8384035755958208,2024-10-23 18:58:00,1,5.956910946412339,-0.07159642440417913,0.0095502555901813,0.0095502555901813,1,28.51497755908629,1,90.99999999999999,,,0.0789938531484072,100
bet_005,2024-10-23,2024-10-23_Player_5,Player_5,PRA,UNDER,38.977710745066666,1.91,2024-10-23 18:00:00,21.95344228012768,1.9482768261504022,2024-10-23 18:58:00,-1,17.024268464938988,-0.03827682615040229,0.0049603524934981325,0.0049603524934981325,1,35.52699079536471,1,90.99999999999999,,,0.0779379219844735,100
bet_006,2024-10-23,2024-10-23_Player_6,Player_6,PRA,OVER,33.66527037650916,1.91,2024-10-23 18:00:00,27.821212151464817,1.9404018792104663,2024-10-23 18:58:00,1,-5.844058225044346,0.03040187921046633,-0.003947883904614591,-0.003947883904614591,0,20.46708263364187,0,-100.0,,,0.0565997994669572,100
bet_007,2024-10-23,2024-10-23_Player_7,Player_7,PRA,UNDER,26.234221521788218,1.91,2024-10-23 18:00:00,39.39169255529117,1.8789087326684684,2024-10-23 18:58:00,-1,-13.157471033502954,0.031091267331531558,-0.004102931678382604,-0.004102931678382604,0,38.253984700833435,0,-100.0,,,0.0512040812706686,100
bet_008,2024-10-23,2024-10-23_Player_8,Player_8,PRA,UNDER,27.90300472003629,1.91,2024-10-23 18:00:00,31.40887948810799,1.94959244612835,2024-10-23 18:58:00,-1,-3.505874768071699,-0.03959244612835011,0.005129096748034356,0.005129096748034356,1,30.62502780077471,0,-100.0,,,0.0755995319476276,100
bet_009,2024-10-23,2024-10-23_Player_9,Player_9,PRA,UNDER,26.506606615265287,1.91,2024-10-23 18:00:00,27.135066533871786,1.8402757494508841,2024-10-23 18:58:00,-1,-0.6284599186064987,0.0697242505491158,-0.009295883183966569,-0.009295883183966569,0,23.428035290621423,1,90.99999999999999,,,0.0433206373813689,100
bet_010,2024-10-23,2024-10-23_Player_0,Player_0,PRA,UNDER,25.519983640450867,1.91,2024-10-23 18:00:00,28.468029614127392,1.8890618155955283,2024-10-23 18:58:00,-1,-2.9480459736765248,0.020938184404471594,-0.0027557046214039538,-0.0027557046214039538,0,26.84644554526709,0,-100.0,,,0.0377764103422449,100
bet_011,2024-10-23,2024-10-23_Player_1,Player_1,PRA,UNDER,20.110442342472048,1.91,2024-10-23 18:00:00,35.42540693371892,1.9737404300824593,2024-10-23 18:58:00,-1,-15.31496459124687,-0.06374043008245933,0.008206062072112497,0.008206062072112497,1,17.221339552022712,1,90.99999999999999,,,0.06892768570729,100
bet_012,2024-10-23,2024-10-23_Player_2,Player_2,PRA,OVER,33.02154051003889,1.91,2024-10-23 18:00:00,21.908202329808226,1.9569670404482922,2024-10-23 18:58:00,1,-11.113338180230663,0.04696704044829225,-0.00607285243926553,-0.00607285243926553,0,26.124547565947992,0,-100.0,,,0.0748975805326268,100
bet_013,2024-10-23,2024-10-23_Player_3,Player_3,PRA,UNDER,26.503666440534943,1.91,2024-10-23 18:00:00,29.444298503238986,1.9832327645545795,2024-10-23 18:58:00,-1,-2.9406320627040436,-0.07323276455457961,0.009405135652473362,0.009405135652473362,1,18.58782737814905,1,90.99999999999999,,,0.0637763707002838,100
bet_014,2024-10-23,2024-10-23_Player_4,Player_4,PRA,UNDER,36.97827648532168,1.91,2024-10-23 18:00:00,20.808671790768628,1.8746359006343205,2024-10-23 18:58:00,-1,16.16960469455305,0.03536409936567941,-0.00467206097153916,-0.00467206097153916,0,36.319886690573625,1,90.99999999999999,,,0.0633037712698924,100
bet_015,2024-10-23,2024-10-23_Player_5,Player_5,PRA,UNDER,20.508382534881903,1.91,2024-10-23 18:00:00,26.287119621526532,1.851815375324173,2024-10-23 18:58:00,-1,-5.778737086644629,0.05818462467582686,-0.007733583239822428,-0.007733583239822428,0,30.257120734941083,0,-100.0,,,0.0264734856195982,100
bet_016,2024-10-23,2024-10-23_Player_6,Player_6,PRA,UNDER,22.786629088117515,1.91,2024-10-23 18:00:00,38.85707141115962,1.8778163265159138,2024-10-23 18:58:00,-1,-16.07044232304211,0.03218367348408613,-0.004248314953762433,-0.004248314953762433,0,32.96596399465608,0,-100.0,,,0.056265042756669,100
bet_017,2024-10-23,2024-10-23_Player_7,Player_7,PRA,OVER,23.22442574508009,1.91,2024-10-23 18:00:00,37.429211803754356,1.9680042253906254,2024-10-23 18:58:00,1,14.204786058674266,0.05800422539062544,-0.007478618126670833,-0.007478618126670833,0,39.110162306973436,1,90.99999999999999,,,0.0757818591405543,100
bet_018,2024-10-23,2024-10-23_Player_8,Player_8,PRA,UNDER,28.33019895740733,1.91,2024-10-23 18:00:00,27.1259567615395,1.8826747227179594,2024-10-23 18:58:00,-1,1.204242195867831,0.027325277282040483,-0.003602375537027136,-0.003602375537027136,0,42.20485324637262,0,-100.0,,,0.0729968155351321,100
bet_019,2024-10-23,2024-10-23_Player_9,Player_9,PRA,OVER,24.558703250838832,1.91,2024-10-23 18:00:00,20.139042610623815,1.9816438349953804,2024-10-23 18:58:00,1,-4.419660640215017,0.07164383499538052,-0.009204829377129409,-0.009204829377129409,0,30.322419077326973,1,90.99999999999999,,,0.0456264673175753,100
bet_020,2024-10-23,2024-10-23_Player_0,Player_0,PRA,OVER,29.696599427179663,1.91,2024-10-23 18:00:00,23.36582084345861,1.8753524686651335,2024-10-23 18:58:00,1,-6.330778583721052,-0.03464753133486642,0.004576526442606976,0.004576526442606976,1,21.56292658719211,0,-100.0,,,0.0615461619734162,100
