Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
LaMarcus Aldridge,25.3,POR,Big,258,0,+52.3,0,+49.6,22,+4.3%,99,+8.4%,41,+1.3,83,-4.5,11,+35.4
Ray Allen,35.3,BOS,Wing,360,89,-13.4,98,-17.1,39,+1.2%,31,-2.0%,60,-1.9,81,-3.9,32,+12.0
Tony Allen,28.8,MEM,Combo,348,66,-4.0,54,-0.8,49,-0.1%,64,+0.8%,67,-3.3,69,-2.3,52,-4.2
Ryan Anderson,22.5,ORL,Big,145,23,+7.7,27,+6.5,62,-1.4%,26,-2.4%,8,+9.8,28,+3.7,10,+36.8
Carmelo Anthony,26.4,NYK,Wing,155,9,+15.4,16,+9.5,17,+5.3%,18,-3.4%,50,-0.1,18,+5.1,94,-56.7
Joel Anthony,28.2,MIA,Big,572,69,-4.2,87,-10.4,7,+8.6%,39,-1.3%,12,+8.7,11,+6.9,43,+3.1
Trevor Ariza,25.3,NOH,Wing,240,25,+7.0,12,+11.0,80,-4.1%,79,+2.4%,96,-14.5,98,-11.7,37,+9.1
Darrell Arthur,22.6,MEM,Big,197,19,+9.5,15,+10.2,24,+4.2%,45,-0.6%,35,+2.6,43,+1.2,39,+6.3
Omer Asik,24.3,CHI,Big,136,68,-4.1,66,-3.7,20,+4.7%,74,+2.1%,43,+1.1,33,+2.8,64,-11.9
J.J. Barea,26.3,DAL,Combo,384,7,+18.3,21,+7.8,10,+6.3%,44,-0.8%,5,+13.6,8,+8.1,19,+20.9
Matt Barnes,30.6,LAL,Wing,125,80,-8.4,67,-4.0,50,-0.2%,55,+0.1%,48,+0.4,27,+3.7,77,-21.9
Brandon Bass,25.5,ORL,Big,138,81,-9.2,41,+3.7,81,-4.3%,58,+0.5%,91,-12.5,83,-4.5,91,-48.8
Shane Battier,32.1,MEM,Forward,337,38,+2.9,40,+3.8,55,-0.7%,54,-0.0%,46,+0.7,63,-1.7,31,+12.0
Nicolas Batum,21.9,POR,Forward,150,12,+14.1,64,-3.5,2,+11.2%,7,-6.0%,2,+16.1,2,+10.9,27,+13.5
Marco Belinelli,24.6,NOH,Wing,171,69,-4.2,69,-4.2,70,-2.3%,48,-0.4%,36,+2.5,45,+0.6,36,+9.3
Mike Bibby,32.5,MIA,Point,413,36,+3.9,43,+3.0,31,+2.8%,17,-3.5%,17,+7.1,17,+5.6,45,+1.5
Steve Blake,30.7,LAL,Point,144,47,+0.3,46,+1.4,29,+2.9%,62,+0.7%,53,-0.7,15,+5.7,87,-39.2
Keith Bogans,30.5,CHI,Wing,307,71,-5.0,57,-1.0,93,-7.3%,13,-4.2%,75,-5.4,39,+2.0,90,-47.5
Matt Bonner,30.6,SAS,Big,122,12,+13.2,9,+13.2,19,+4.9%,51,-0.1%,61,-1.9,52,-0.3,64,-11.5
Carlos Boozer,28.9,CHI,Big,506,32,+4.4,45,+2.4,79,-3.6%,15,-4.0%,54,-0.8,55,-0.6,47,0.0
Chris Bosh,26.6,MIA,Big,831,94,-16.7,86,-10.2,91,-7.0%,84,+2.8%,89,-10.8,87,-5.5,75,-21.4
Elton Brand,31.6,PHI,Big,183,39,+2.5,45,+2.0,100,-16.2%,82,+2.6%,9,+9.7,57,-1.0,6,+46.7
Ronnie Brewer,25.6,CHI,Forward,247,55,-1.1,51,+0.3,17,+5.2%,90,+4.0%,32,+3.0,41,+1.3,38,+8.9
Shannon Brown,24.9,LAL,Wing,158,16,+11.2,6,+15.8,69,-2.3%,71,+1.5%,34,+2.6,25,+4.2,63,-11.1
Kobe Bryant,32.2,LAL,Wing,353,40,+2.3,70,-4.3,36,+1.5%,50,-0.2%,63,-2.5,85,-4.6,28,+13.3
Andrew Bynum,23.0,LAL,Big,318,61,-2.3,79,-6.4,59,-1.0%,89,+3.8%,47,+0.4,62,-1.5,28,+13.3
Marcus Camby,36.6,POR,Big,166,93,-15.5,81,-7.9,93,-7.1%,91,+4.0%,78,-6.6,86,-5.0,55,-5.4
Mario Chalmers,24.5,MIA,Point,502,49,-0.3,52,-0.3,74,-2.9%,76,+2.2%,76,-5.7,79,-3.6,60,-7.5
Tyson Chandler,28.1,DAL,Big,678,88,-12.0,79,-7.3,65,-2.0%,49,-0.4%,86,-9.4,82,-4.0,79,-24.5
Wilson Chandler,23.5,DEN,Wing,114,86,-11.8,99,-18.1,46,+0.1%,78,+2.4%,45,+1.0,50,+0.1,41,+3.8
Jason Collins,31.9,ATL,Big,157,93,-14.6,92,-12.2,50,-0.2%,92,+4.2%,94,-13.7,88,-6.2,85,-35.4
Darren Collison,23.2,IND,Point,145,37,+3.2,34,+4.8,12,+5.9%,11,-4.8%,16,+7.6,4,+9.9,55,-5.2
Nick Collison,30.0,OKC,Big,411,46,+0.3,74,-5.6,7,+7.9%,69,+1.4%,21,+6.2,35,+2.7,24,+15.7
Mike Conley,23.1,MEM,Point,505,51,-0.5,47,+1.2,43,+0.3%,47,-0.4%,64,-2.8,42,+1.2,79,-22.5
